text,label
poojitha subbaiah hai ennane ullira ,0
namma galli goo bandiddru ashwatthama ,1
ella hantha hellodakke hagodilla eddaru erabhahudu e prapancha ne ondu maye yavudakku uttara sigodilla nambikene ella ,0
satyana edu devare ,0
ನಂಬ ವಿಸ್ಮಯ ಸಂಗತಿಗಳ ಅದೆಷ್ಟ ಇವೆ ನಂಬ ಆಗ ಇದ್ದ ಸತ್ಯ ಆಗ,0
kathe tumba ista aythu ,0
ಗುರು ಮಾಧ್ಯಮ ಸರೆ ಹಿಡ್ದ ದೃಶ್ಯ ಇದ್ರೆ ಹಾಕು ಗುರು,0
howdu brother nanu tv nalli nodidde evru elidnella avru elidru ,0
ಕಿರಣ್ ಶಾಲಿ ಕೊಟ್ಟ ನೋಡು ಲಿಂಕ್ ಕ್ಲಿಕ್ ಮಾಡು,0
vinay vinu ಅಶ್ವತ್ಥಾಮ ಹೇಗೆ ಚಿರಂಜೀವಿಯ ಹಾಗೆ ಭಗವಾನ್ ಪರಶುರಾಮ ಚಿರಂಜೀವಿ ಅಲ್ವಾ ಹೇಗ ಹತ್ರ ಇರೋ ಅಸ್ತ್ರ ಪ್ರಯೋಗಿಸಿ ಪಾಕಿಸ್ತಾನದ ಉಗ್ರಗಾಮಿಗಳ ನಾಶ ಮಾಡೋ,1
kiran shali ಲೈ ತಗಡು ನೀನು ಹಿಂದು ಧರ್ಮ ಆಥವ cross ನೀನು,1
vinay vinu ಇವ್ನ ಯಾರ್ ಗುರು ನಂದೆ ಇಡ್ಲಿ ಅಂತ,1
kiran shali ಲೈ ಶ್ಯಾ ನಿನ್ ಅಯ್ಯ ಪ್ರಶ್ನೆ ಕೆಳ್ ನೀನು ಕೋಡು ನಿನ್ ನಂಬರ್ ಇಲ್ಲಾ ಆಡ್ ಕೋಡು ದೆ ಡೈರೆಕ್ಟ ಆಗಿ ಉತ್ತರ ಕೊಡ್ತೀನಿ,1
vinay vinu nice comedy man ನಾನ್ ಕೇಳೋ ಪ್ರಶ್ನೆ ಉತ್ತರ ಹೇಳ ಆಗ್ ಇರೋ ನನ್ನ ಬಂದು ಏನೋ ಮಾಡ್ತಿ ಪಾಪ ನಿನ್ ನೋಡ ಅಯ್ಯೋ ಅನ್ಸುತ್ತ,1
ಗುರು ನಿಮ್ ಡೌಟ,1
bro z newshindi channel alli nodi ,0
ayyo guru yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare gurunmahabharata tumba olle moral story jeevanakke bekagiro tumba paata ide idralli adunella use madkondu olle jeevna madbeku aste ,1
vinay vinu hindu muslim cristian etc etc yella naav naav madkondirodu yella manushyaru onde ,1
vinay vinu kanditha bro shigradalli ,0
nanage nambalu sadyavaguttilla adakkagi ondu balavada karana athava kuruhu beku next vedio dalli haki i am waiting ,1
ಜಾಸ್ತಿ ಕಾಯ ವಿಡಿಯೋ ನೋಡಿ ಹೆಸರ ಹಿಂದಿ ಟಿವಿ ಚಾನೆಲ್ ಜಿ ನ್ಯೂಸ್ ನವರು ಸೆರೆ ಹಿಡಿದ ನೈಜ ಘಟನೆ,0
ಚಿರಂಜೀವಿ ಅದ ಸಾಯ ದೇಶ ಸುತ್ತಾಡುತ್ತ ಇರ,0
o mareya ava chiranjeevi alla shaapa erutte ,1
rajashekar khandare ಕ್ರಷ್ಣ ಶಾಪ ಕೊಡುವುದು ಮಯ್ಯ ಕೀ ತುಂಬಿ ಚಿರಂಜೀವಿ ಆಗಿ ತಿರುಗಾಡ ಇರು ಅಂತ,0
rajashekar khandare houdu sir ashwathamanige chiranjivi vara ide adakke avanige sri krishna aatara shrapa kottiddu ashwatama shivana innondu rudra avtara ,0
yappa bhaya agutte ,1
ಹೌದು ಸಾಕ್ಷಾತ್ ಕೃಷ್ಣ ಕೋಟ ಶಾಪ ಪರಿಣಾಮ,0
ನೋಡಿ ಸರ್ ಯಾವದ ಅಲೆಗಳ ನಾನು ದೇವರ ನಂಬಲ ಕೃಷ್ಣನ ಖಂಡಿತ ನಂಬ,1
yakebdre krishnana shapa aduke ,0
haudu swamineevu helliddu satthyaagadugin bharat yemba grantha baredanthaa kumarvyaasare aa narayan santharuigalu sahaa naavu veearanarayan temple nodabahuduidu iruvadhu gadag city yallihubballi yindaa 55 km antharadalli ide ,0
ನಿಜ್ ಸತ್ಯ ನಾ,0
corona dhinda theatre alli cinema nodokke aaglilla maga mathhe nodthini cinema direction adbutha madidya ,1
nim taste gottaythu nthaavu dandupalya5 ge wait maadta idiri alva ,0
ಒಳ್ಳೆ ಕನ್ನಡ ಸಿನಿಮಾ ಯಾವಾಗ್ ಸ ಮಾಡೋ fans ಕಡೆಯಿಂದ,0
trailer barii ide nodlebeku ,1
ತರಹ‌ ಒಳ್ಳೆಯ ಕಾಂ ಇಟ್ಕೊಂಡ ಮೂವಿ ಮಾಡ್ ಕಿಸ್ ಮಾಡೋದು,0
ಇಂಥ ಒಳ್ಳೆ ಫಿಲ್ಮ್ ಗಳ ಹಾವಳಿ ನಂಗೆ ಗೊತ್ತಿದ್ದ ಮಟ್ಟಿಗೆ ಲೂ,0
unique aagide trailer namma kannada film antha proud feel li bere languages frnds gella thorista idini trailer na ,0
super aagide trailer 6th film nododu pakka ,0
yella shatti gale ,1
idu nijvaaglu cinema na illa sum sumne naa thinking face ,1
sum sumne andrethinking face ,1
ಸೂಪರ್ n ಮಠ ಸರ್ ದಾಡಿ ಬ್ಲಾಕ್ ಮಾಡ ಖುಷಿ ತಂದಿದೆ,0
ಶೆಟ್ಟಿ ಈ ಕಥೆ ತೆಗಿಯ ಮುಖ್ಯ ಕಮರ್ಷಿಯಲ ಸಿನಿಮಾ ತೋರಿಸಿ,1
ತುಂಬಾ ಚನ್ನಾಗಿ ಮೂಡಿ ಬಂದಿದೆ ನಿರೀಕ್ಷೆ ಹುಟ್ಟಿಸುವಂತ ಸಿನಿಮಾ ಬಿಡುಗಡೆ ಕಾಯ ಒಳ್ಳೆಯದ,0
so called ಸ್ಟಾರ್ ನಟರು ಇಂತಹ ಚಿತ್ರಗಳ ಬಗ್ಗೆ ಸ್ವಲ್ಪ ಗಮನ ಕೊಟ್ರೆ ಕನ್ನಡ ಚಿತ್ರೋದ್ಯಮ ಒಳ್ಳೆಯ ಎತ್ತರ ಬೆಳೆಯುತ್ತ,1
olledu ond pan india movie madro sumne yak eneno madkondu ,1
ಸಿನಿಮಾ ಸಂಸ್ಕೃತಿ ಎದ್ದು ಕಾಣುತ್ತ,0
good but small dout karavali bittu berekade content sigalva ,0
ಶೆಟ್ರ ಸಿನಿಮಾ ಒಂದ್ ರೀತಿ ಚಂದ ಇರುತ್ತ,0
ಚಿತ್ರದಲ್ಲಿ ನಟಿಸ ಎಂ ಮಠ ಅದ್ಭುತ ನಟ ರಂಗಭೂಮಿ ಹಿನ್ನೆಲೆ ಇರುವವರ ಬಹು ನಟ ತಮ ಸಿಕ್ಕ ಕ್ಯಾ ಪರಕಾಯ ಪ್ರವೇಶ ನ್ಯಾಯ ಒದಗಿಸ love you ಮಠ ಸರ್,0
ಅರ್ಥಪೂರ್ಣ ಕಥೆ ಕಾಣಿಸುವ ಸೂಚನೆ ಪ್ರಮೋದ ನಿಜ ಜೀವ ತುಂಬ,0
ಬೀದಿ ಕಸ ಗುಡಿಸಿ ಮಕ್ಕಳ ias,1
ondu trailer cut madak saryag barallatrailet nodokke kasta agthide ,1
all the best n yella kannadigana paravagi nyella nataru nammavare ,0
likes goskara yaakro prathi video nallu d boss fans ,1
ಪ್ರಾಣಿ ಶಿಕಾರಿ ಅಲ್ಲ ಅಂತ ತಿಳಿಯ ಶಿಕಾರಿ ಕಾದು ನೋಡ superb trailer,0
ಗೆಲ್ಲುತ್ತ ಡೋ ವೆರಿ,0
ಟ್ರೈ ತುಂಬ ಚೆನ್ನಾಗಿದೆ ನಿಮ್ಮ ಚಿತ್ರ ಒಳ್ಳೆ ಯಶಸ್ವಿ ಆಗ್ಲಿ,0
ಫಿಲ್ಮ್ ಚನ್ನ ಜನ ಯಾಕೆ ಥಿಯೇಟರ್ ಬಂದು ನೋಡ ಇದ ಕಾರಣ ಏನು ಓ ರಿ ಮಾಡ ಅಧ್,1
ಕರಾವಳಿ ಶೆಟ್ರ films ಯಾಕೆ ಇಷ್ಟ dull and bore ಹೊಡಿ ಗೊತಾಗ ಕಿರಿ ಪಾರ್ಟಿ,1
hi chandra kanth uk andre kelvu shettys ge ulidavaru kandante film antha sudden aagi gottagalla uk ,1
chennagide eno suspense ide ,0
e movie name enu paka hitttt e a ,0
ಮೇಜರ್ ಜನರಲ್ ಅಬಿನಂ ವರ್ಧಮಾನ ಡಿ ಬಾಸ್ ದರ್ಶನ ಅಭಿಮಾನಿಗಳ ನಿಮ್ಮ ಚಿತ್ರ ಶುಭ,0
ಶಿಕಾರಿ ಕಥೆ ಆಗ ಇರಲಿ ಪ್ರೇಕ್ಷಕರ ವ್ಯಥೆnಜೈ ಕನ್ನಡ,0
ondu muttinantha kathe iruva cinema ,0
all the best from ಸ್ವಾಭಿಮಾನ ಕನ್ನಡಿಗರ ವೇದಿಕೆ,0
dislike mado tukaligalu ond movie screen madli saku adestu kasta anta gottagutte all the best for this move ,1
haa ebbbaru obbare ,1
kannada indusrty ivag ivaga improve agtaide annovru like madi ,0
nija vada mathu ,0
kannada cinema dali osha parvaa ,0
thu thukali trailer ,1
shettysdbossraj kutumbasarja family ,1
ಉಳಿದವರ ಕಂಡ ಪಾರ್ಟ್ 2,0
ಏನ್ ತು ಫ್ಯಾನ್ ಮರ್ ಟ್ರೈ ಕಾ ಮಾಡೋದು ಬಿಟ್ಟು ಫ್ಯಾನ್ ಕಡೆಯಿಂದ ಅಲ್ ಬೆ ಫ್ಯಾನ್ ಕಡೆಯಿಂದ ಆಲ್ ಬೆ ಥು ಇವ್ರ ಜನ್ಮ,1
ಗುರು ನಿನ್ ಹೇಳು ಯಾರು ಮಾವಿನ ಸು ಮಾಡ್ಬಾರ್ದ,1
ಜೈ ಡಿ ಬಾಸ್ ರಾಯಚೂರಿನ ಅಭಿಮಾನಿಗಳ ವತಿಯಿಂದ all the best,0
trailer superb pajju promotion chennagi maadi pakka blockbuster agutte ,0
ಲವ್ ಯೂ ಡಿ ಬಾಸ್,0
ide tara ide kate bere basheli bandre hododi nodteera ade kannadadalli bandre yakro nodalla ,1
d boss support idre sinima gellutte no doubt ,1
darshan kacha thinogu sule magne ,1
d boss love ers 1 like madi ,0
love you so much anna ,0
ಪ್ರಜ್ವಲ ದೇವರಾಜ ಕ್ಲಾಸ್ ಗಿಂತ ಮಾಸ್ ಸೂಪರ್ ಅನ್ನೋ ಲೈ,0
trailer super guru ,0
ನಮ್ಮ ಪ್ರಜ್ವಲ ಬೋಸ್ ಗೇ ಒಂದ್ ಒಳ್ಳೇ ಯಶಸ್ಸು ಅನ್ನ ಕೊಡ್ಲಿ chitra,0
chiki chiki chiki chikapa nidde madidu saaku swalpa helapa wowwwwwwwwww mastuuuuuuu ,0
prajwal devaraj matte yeddelo chances ide adu ee trailer ali kaanustide ,0
nakkan idhu subject andre eevag heltheeni industry change aagthide thousand times better than jaatre films of sarjas ,1
guru despande olle director kate na channagi toeisutare ,0
olle comeback movie prajwal avrge ,0
after 25 flops gentle man block buster ,1
ಇಲ್ಲ ನಿಮ್ಮ ವಿಜಯ ಯಾತ್ರೆ ಪ್ರಜ್ವಲ,0
dinadalli 18 gante malgonige kelsa yar kottru guru contact info idya ,1
dislike yav mahanbhavru madiradu guru looks like promising trailer ,1
ಬೇಕಾncall to 8546903696 ,0
kannadadha abimani jai karnataka all tha best comeback ,0
nin yavag nodidde baggi avn potential muchole ,1
nagaraj manjithaya bro parabhase alla film chennagirod nodtare ashte ,1
ei movi pass aglile ,1
prajju prajju nan prajwala ondu hittu ninu kodappa from fan ,1
ಕಿಚ್ಚ ಸುದೀಪ ಅಭಿಮಾನಿಗಳ ವತಿಯಿಂದ all the best,0
ವಾ ಸಕ್ಕತ್ ಆಗ ಗುರು,0
super ide trailer ,0
guru deshgaande swantha picture tegeyo sule maga alla yaav picture remake idhuthinking face ,1
ಪಕ್ಕ ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ ಕಡೆಯಿಂದ ಆಲ್ ಬೆ,0
trailer tumba channagide ,0
entha movie multi language barbeku ,0
ee movieyinda dodda mattada success siguthhe prajwal sirge ,0
naveen r naan sigapu manithan ,0
nimmamman hogi alli kelsa madu gothagute ,1
idu yaavdo tamil film remake guru ,1
kannadaperson facepalming matte remake film ,1
same syndrome namma maji cm gi itta ,0
saku thika muchu shoki nan magne ,1
olle concept guru kannadadalli intha cinema barabeku ,1
e guru desapande ge remake bittu swamake madoke baralla nvishal mathu lakshmimenon tamil movie idu ,1
ವಾಹ್ trailer ಅದ್ಭುತವಾಗಿದೆn,0
super trailer praju anna ,0
og avn tunne unnu first ,1
ಪ್ರಜ್ವಲ ದೇವರಾಜ sir is back,0
trailer ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ,0
supper anna ,0
ನಮ್ಮ ಕನ್ನಡ ಹೀರೋಗಳ ಲೆವೆಲ್ change agide after kgf,0
e tara film ge ella kaitaididdu welcooome item song iro ,0
vinay kumar ms avn allla guru tika urkondeddu nenu woozy face woozy face ,1
vinay kumar ms nin mane address kodu ,1
vinay kumar ms nenu kano tukali avn alla ,1
sumukh mr maga urkanbeda bido ,1
bollywood range nali ide super songthinking face ,0
amazing song gudluk to alla team super vp sir ,0
all the best sandalwoodಒಡೆಯಾ ಡೀ ಬಾಸ್ ಫ್ಯಾನ್,0
music superaagi kottidiya guru ,0
ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸ ಅವತಾರ,0
nice music sir ,0
super song ,0
focus karnataka howdhu zany face ,0
ಜೈ ಭುವನೇಶ್ವರಿ ಮುಖ ತಬ್ಬಿ,0
ಜೈ ಕನ್ನಡ,0
ಹಾಡ ಕೇಳ ನನಗೆ ಸ್ ಸೆ ಕರೆ ಸಬ್ ಸ್ವಾಗತ ಹಾಡು ನೆನಪಾಗುತ್ತೆnಸ್ವಲ್ಪ ಹಾಗೇನ ಮ್ಯೂಸಿಕ್ ಅಂತ ನನಗೆ ಅನ್ನಿಸ್ತುn,0
super jai kiccha sudeep anna ,0
ಎಷ್ಟು ಕೇ ಗುರು ನಾನು ಕೇಳ ಅ all the best ಶೇಟ್,0
superrr shettrrre ,0
2019 utter flop in sandlewood ,1
yaav movie flop andri ,1
ನಾರಾಯಣ ದಾರಿ ಬಿಡಿ,0
rakshit macha time togondrunu sakath agi bandide ,0
ಸಾಂಗ್ ಪ್ರ ಇಲ್ 1 ಟ್ರೆಂ ನಲ್ಲಿದೆ ಹೇಗ ಸಾಧ್ಯ,0
ನಿಮ್ಮ ಇಷ್ಟ ಆಗ ಸೂಪರ್ bgm ಅನಿಸಿ like share ಕನ್ನಡ industries power ತೋರಿಸ,0
continue 8 sali kelide song bejare aglilla chindi song and music ,0
hands up song full kirak song ,0
booking start ,0
ದೊಡ್ಡಬಳ್ಳಾಪುರ ಸೌಂದರ್ಯ ಮಹಲ್ ಹವಾ ಪಕ್ಕ n ಕಿರಿ ಪಾರ್ಟಿ after,0
shivaraj shivu mathe yavaglu telugu ge yake saitare alllli erorela ,1
